title,rentType,position,direction,area,tags,price
天安豪园 精装带地暖 近韩国街万象城 看房随时,整租,静安新城 天安豪园 · 距离地铁星中路391米, 南 , 55 平米 ,近地铁随时看,6900 元/月
景城 精装带地暖 环境佳采光足 口碑物业 随时看房,整租,春申 春申景城二期, 南 , 85 平米 ,随时看,5800 元/月
汪家井精装两室一厅随时看房,整租,甘泉宜川 汪家井 · 距离地铁中潭路960米, 南 , 53 平米 ,近地铁随时看,3000 元/月
精装修近地 铁、交通方便、购物轻松、拎包入住、有钥匙急租,整租,长风 长风二村-长风馨苑-风荷苑 · 距离地铁大渡河路709米, 南 , 50 平米 ,近地铁随时看,6000 元/月
红梅小区，整租出租3房，中装全配家具家电，近北新泾,整租,北新泾 红梅小区-长宁区 · 距离地铁淞虹路596米, 南 , 74.44 平米 ,近地铁随时看可短租拎包入住,7800 元/月
南丹小区 徐家汇地段 精装全配两房 随时看房生活便利,整租,徐家汇 南丹小区-宜山路60弄 · 距离地铁宜山路604米, 南 , 55 平米 ,近地铁随时看拎包入住,6800 元/月
昱龙家园 一室一厅简装 电梯房5楼 客厅带阳台 随时看房,整租,康桥 昱龙家园-康达路508弄, 南 , 60 平米 ,随时看拎包入住,3000 元/月
正大乐城旁婚房一房一厅 轨交4/7/12线 拎包入住,整租,斜土路大木桥 东安二村 · 距离地铁龙华中路350米, 南 , 38 平米 ,近地铁随时看拎包入住,4450 元/月
精装一房一厅+健身楼层+随时看房,整租,徐家汇 吴东小区 · 距离地铁虹桥路569米, 南 , 42 平米 ,近地铁拎包入住,5000 元/月
邻**/**寺，房东急租，看房有钥匙，拎包入住，采光通风好,整租,中山公园 民心小区 · 距离地铁江苏路698米, 南 , 25.5 平米 ,近地铁随时看可短租拎包入住,3300 元/月
精装俩房一厅，近江苏地铁站300米,整租,中山公园 长宁支路279弄 · 距离地铁隆德路566米, 北 , 32 平米 ,近地铁随时看可短租拎包入住,6500 元/月
旁边上戏燎原+精装好房+朝南采光佳+ 适合居家白领,整租,古美罗阳 阳光美景城三期 · 距离地铁莲花路1366米, 南 , 144.06 平米 ,近地铁随时看拎包入住,10000 元/月
近轨交北新泾站 配套齐全 精装修 南北通透,整租,北新泾 剑河家苑 · 距离地铁北新泾598米, 南 , 55 平米 ,近地铁随时看可短租拎包入住,6200 元/月
镇宁路545弄 设施齐全 交通便利 拎包入住,整租,四川北路 镇宁路545弄 · 距离地铁江苏路512米, 南 , 45 平米 ,近地铁拎包入住,5500 元/月
俊领国际酒店式公寓精装全配拎包入住采光好南北通透,整租,龙柏 俊领国际酒店式公寓 · 距离地铁龙柏新村668米, 东 , 30 平米 ,近地铁随时看拎包入住,3500 元/月
"放心好房,采光好,南北直通,大气四室",整租,浦东世博 德州一村 · 距离地铁成山路142米, 南 , 148 平米 ,近地铁随时看拎包入住,13000 元/月
精装全配 房租还可以押一付一看房方便,整租,龙柏 龙柏井亭公寓 · 距离地铁紫藤路468米, 南 , 40 平米 ,近地铁,6000 元/月
寿祥坊，看房随时，精装修，采光好，交通便利,整租,康健 寿祥坊 · 距离地铁上海南站1111米, 南 , 58 平米 ,近地铁随时看,5300 元/月
房东诚心出租，看房方便，采光好干净清爽,整租,康健 花苑村丁香园, 南 , 54 平米 ,随时看,4800 元/月
简约舒适装修，配套齐全拎包住，交通方便看房方便,整租,曹路 金海华城永华苑 · 距离地铁曹路66米, 南 , 87 平米 ,近地铁随时看,5300 元/月
金桂小区低区两房 出行方便 近世纪公园站3号口,整租,花木 金桂小区 · 距离地铁世纪公园214米, 南 , 67 平米 ,近地铁随时看拎包入住,7500 元/月
look:《近城规2号北新泾站》《精装一房》《随时看房》,整租,北新泾 新泾一村 · 距离地铁北新泾366米, 南 , 78 平米 ,近地铁随时看拎包入住,3000 元/月
高行馨苑新上两房 家具家电齐全 急租 看房方便 拎包入住,整租,高行 高行馨苑, 南 , 89 平米 ,随时看,5000 元/月
随时可看，新出两房，地.铁附近，价位看中可谈,,金杨 黄山始信苑 · 距离地铁云山路478米, 南 , 55 平米 ,近地铁随时看可短租拎包入住,4900 元/月
新出一房，近地.铁，位置安静不靠路，看房方便，拎包入住,,古美罗阳 新梅花苑一期 · 距离地铁外环路583米, 南 , 42.71 平米 ,近地铁随时看拎包入住,4200 元/月
东陆新村七街坊精装2房，拎包入住，房东急租,整租,金桥 东陆新村七街坊 · 距离地铁杨高北路486米, 南 , 60 平米 ,近地铁随时看,4800 元/月
走过一段风景 曹杨影城曹杨公园 采光好配套完善有钥匙,整租,长风 小爱建新村 · 距离地铁真如1172米, , 60 平米 ,近地铁随时看可短租,4600 元/月
交通便利，看房提前预约，先到先得！,,梅陇 梅陇一村 · 距离地铁莲花路1246米, , 60 平米 ,近地铁随时看,5200 元/月
温馨舒适，干净清爽，简约时尚，位置好楼层佳采光无极,,潍坊 潍坊六村 · 距离地铁浦电路(6号线)590米, , 38 平米 ,近地铁随时看可短租,4800 元/月
新装修婚房丨全装全配丨近地铁商业街丨整洁干净丨随时看丨拎包住,整租,长风 怒江路600弄 · 距离地铁大渡河路574米, 南 , 25 平米 ,近地铁随时看可短租拎包入住,3200 元/月
7.8耀华站，对面世博园，地理位置优越,,浦东世博 上南一村 · 距离地铁耀华路291米, 南 , 46.58 平米 ,近地铁随时看拎包入住,6000 元/月
徐汇田林十一村，中间楼层一房，看房方便，,,田林 田林十一村 · 距离地铁桂林路777米, 南 , 41 平米 ,近地铁随时看拎包入住,4300 元/月
常兴家园大一房 位置好小区对面闵小 生活设施方便。,,春申 常兴家园 · 距离地铁外环路1099米, 南 , 53.71 平米 ,近地铁随时看,3500 元/月
莲花新出新出小三房，中间楼层，看房方便,,春申 莲花新村, 南 , 77.16 平米 ,随时看免佣,4500 元/月
交通便捷，配套成熟紧邻轨交 设施齐全 有钥匙随时看 可长短租,,蓬莱公园 中福花苑二期 · 距离地铁南浦大桥364米, 南 , 72 平米 ,近地铁随时看可短租拎包入住,9500 元/月
房东诚意出租，全装全配，高品质住房，需要的联系,,春申 万科假日风景四期, 南 , 47 平米 ,随时看,4300 元/月
精装全配 近地铁 随时看房,,康健 花苑村丁香园, , 60 平米 ,随时看拎包入住,6000 元/月
中间楼层，朝向南，户型方正，抢手小户型；万小,,曹家渡 蓝朝部落 · 距离地铁江苏路638米, , 43.33 平米 ,近地铁随时看,6000 元/月
玉兰路71弄，整租两房，近世纪公园站，交通便利,,花木 玉兰路71弄 · 距离地铁世纪公园678米, , 60.15 平米 ,近地铁拎包入住,6600 元/月
江南欣苑 新出电梯三室二厅，看房方便，新装修,,春申 江南欣苑, , 117 平米 ,随时看,7000 元/月
楼层位置好，有车位，可拎包入住，随时看房,,春申 上海春城三期, , 62 平米 ,随时看拎包入住,4800 元/月
位置好，采光好，两房一厅，不靠马路,,康健 寿祥坊 · 距离地铁上海南站1111米, 南 , 59 平米 ,近地铁随时看可短租拎包入住,5000 元/月
随时看房，拎包入住，交通便利，采光好,,花木 杜鹃路55弄 · 距离地铁世纪公园872米, 南 , 75 平米 ,近地铁随时看拎包入住,7200 元/月
精装修朝南一房，价=格美丽，小姐姐租房优先考虑,,浦东世博 雪野二村 · 距离地铁云台路349米, 南 , 34 平米 ,近地铁随时看拎包入住,4600 元/月
市政馨苑，新出三房，整租，家具家电齐全，近11真如站,,真如 市政馨苑 · 距离地铁真如701米, 南 , 97 平米 ,近地铁随时看,7300 元/月
空关房，看房方便，节省预约等候时间，看中即可出租,,康健 薛家宅小区 · 距离地铁桂林公园852米, 南 , 45.33 平米 ,近地铁随时看,4500 元/月
整租 西樱花园 两房一厅 干净清爽,,康健 西樱花园, 南 , 60 平米 ,随时看拎包入住,4800 元/月
次新小区，精装修两房一厅，电梯房，拎包入住,,北新泾 通协小区 · 距离地铁淞虹路845米, 南 , 110 平米 ,近地铁随时看,8000 元/月
一居室，拎包入住，周边生活配套齐全,,甘泉宜川 宜川三村 · 距离地铁中潭路605米, 东 , 33.99 平米 ,近地铁拎包入住,3600 元/月
家具齐全 干净舒适 温馨,,龙华 上缝小区 · 距离地铁龙漕路349米, 南 , 35 平米 ,近地铁随时看,4100 元/月
陆家嘴旁崂山四村新挂牌新装修一房4000元拎包入住中间楼层,,陆家嘴 崂山四村 · 距离地铁东昌路340米, 南 , 40 平米 ,近地铁拎包入住,4000 元/月
精装修，南北通，随时看房，拎包入住,,浦东世博 德州四村-成山路24弄 · 距离地铁长清路597米, 南 , 55 平米 ,近地铁随时看免佣,5800 元/月
"天安豪园,电梯高层,精装修,出门出行便捷,近漕河泾",,静安新城 天安豪园 · 距离地铁星中路391米, 南 , 15 平米 ,近地铁随时看,2200 元/月
房是租来的，可生活不是，选择美好生活从看房开始,,洋泾 民生路369弄 · 距离地铁民生路542米, 南 , 55 平米 ,近地铁随时看,5500 元/月
新上房源，随时看房，新上房源，随时看房,,南站 光华园, 南 , 53 平米 ,随时看,4000 元/月
房东重新挂牌出租 家具家电齐全,,洋泾 泾东小区-博山路51弄 · 距离地铁北洋泾路699米, 南 , 42 平米 ,近地铁随时看,4000 元/月
虹口足球场附近两室一厅 电梯房实惠,,凉城 中山大厦 · 距离地铁虹口足球场580米, 南 , 82 平米 ,近地铁随时看拎包入住,5000 元/月
虹漕路田林路，精装一房一厅，拎包入住！采光无敌,,田林 明园小安桥 · 距离地铁宜山路393米, 南 , 94 平米 ,近地铁随时看,11000 元/月
"电梯房,近北洋泾站,交通便利,周边有旭辉广场",,洋泾 凌高小区 · 距离地铁北洋泾路862米, 南 , 50 平米 ,近地铁随时看,3800 元/月
银山小区 居家好房 近碧云 近地铁9#线,,金杨 银山小区 · 距离地铁蓝天路307米, 南 , 85.81 平米 ,近地铁随时看拎包入住,7000 元/月
田林十二村两房，居家装修，拎包入住,,田林 田林十二村 · 距离地铁漕宝路642米, , 47 平米 ,近地铁随时看,6000 元/月
近4/7号 东安路 底楼一室前后开门 随时住,,斜土路大木桥 东安二村 · 距离地铁龙华中路350米, , 56 平米 ,近地铁随时看拎包入住,4500 元/月
房东诚意出租 欢迎实地看房,,源深 梅园二街坊 · 距离地铁浦东大道571米, , 55 平米 ,近地铁随时看拎包入住,6500 元/月
新出好房，刚刚挂牌，交通方便，拎包入住，配套成熟，随时看,,长风 梅北小区 · 距离地铁大渡河路1063米, , 60 平米 ,近地铁拎包入住,6000 元/月
诚心出售，中装一房，近地铁，带天井，看房有钥匙。,,洋泾 巨西小区 · 距离地铁民生路223米, , 35 平米 ,近地铁随时看,4200 元/月
有钥匙随时看房，精装修，拎包入住，看中可小刀,,花木 金桂小区 · 距离地铁世纪公园214米, 南 , 65 平米 ,近地铁随时看拎包入住,6500 元/月
百龙小区没有装修房子出租******高,,植物园 百龙小区, , 87 平米 ,随时看,4800 元/月
柳埠小区 拎包入住 紧邻博兴站可办居住证看房提前联系,,金桥 柳埠小区 · 距离地铁博兴路454米, 南 , 79 平米 ,近地铁拎包入住,4800 元/月
精装修3房一厅，南北通透，拎包入住，你的选择没有错,,彭浦 芳苑小区 · 距离地铁彭浦新村680米, , 70 平米 ,近地铁随时看免佣可短租,5500 元/月
精装三房 家具齐全 拎包入住 看房有钥匙 随时方便,,金桥 碧云新天地三期 · 距离地铁博兴路693米, , 133 平米 ,近地铁随时看可短租拎包入住,13000 元/月
一室一厅采光好，看房有钥匙，近轻轨7/8/13号速度住,,浦东世博 德州七村 · 距离地铁长清路920米, 南 , 40 平米 ,近地铁随时看可短租,3700 元/月
"近静 安寺，精装修，拎包入住，2,7号 线地铁",整租,曹家渡 金家巷西弄 · 距离地铁静安寺669米, 南 , 48 平米 ,近地铁随时看,8500 元/月
精装全配，拎包入住，看房随时约，有钥匙。,整租,新华路 新华商务大楼 · 距离地铁延安西路704米, 南 , 35 平米 ,近地铁随时看,4500 元/月
平阳三村精装大两房，可提前看房,整租,古美罗阳 平阳三村 · 距离地铁虹莘路615米, 南 , 65 平米 ,近地铁拎包入住,5300 元/月
龙华精装修一房，家电家具齐全，可拎包入住,整租,龙华 俞一小区 · 距离地铁龙华385米, 南 , 37 平米 ,近地铁随时看可短租拎包入住,4500 元/月
万源新城朝南主卧电梯房，随时入住，看房方便,整租,金虹桥 万源新城-万源路2289弄 · 距离地铁合川路464米, 南 , 30 平米 ,近地铁随时看,3500 元/月
12号/线/电梯整租1房，诚意出租，看着可谈,整租,金桥 阳光城市家园 · 距离地铁金京路953米, 南 , 56 平米 ,近地铁随时看,4200 元/月
精装修一室户，二楼采光好，视野不错，看房随时,整租,静安新城 静安新城十二区 · 距离地铁星中路1010米, 南 , 30 平米 ,近地铁随时看,3800 元/月
近十三大渡河路，温馨小屋，白领优选，随时看房拎包入住.。,整租,长风 怒江路600弄 · 距离地铁大渡河路574米, 北 , 38 平米 ,近地铁随时看可短租拎包入住,3500 元/月
东航公寓，电梯小区，朝南精装一室一厅，采光好,整租,徐家汇 东航公寓 · 距离地铁宜山路645米, 南 , 44 平米 ,近地铁拎包入住,6000 元/月
中间楼层，采光好，户型正，面积大，通风效果好，交通便利,整租,浦东世博 昌七小区-南码头路1675弄 · 距离地铁东明路419米, 南 , 44.97 平米 ,近地铁随时看,4500 元/月
新出一房，精装修，交通方便,整租,金杨 罗山五村 · 距离地铁德平路750米, 南 , 50 平米 ,近地铁随时看拎包入住,4000 元/月
位置好 租金低 家具全,整租,金杨 仙都绿苑 · 距离地铁云山路1419米, 西 , 73.35 平米 ,近地铁随时看,5500 元/月
温馨舒适 近漕盈路站 随时看房,整租,卓越世纪中心 · 距离地铁漕盈路822米, 南 , 90 平米 ,近地铁随时看,3000 元/月
位置好，近环球港地铁站，价钱好谈,整租,曹杨 曹杨四村-桐柏园 · 距离地铁金沙江路792米, 南 , 32.7 平米 ,近地铁随时看,4000 元/月
交通便利，温馨舒适，精装拎包入住，房东诚意出租。,整租,镇宁路 华山花苑 · 距离地铁交通大学165米, 南 , 47 平米 ,近地铁随时看拎包入住,6000 元/月
爱庐世纪，干净舒适 拎包入住 家具齐全 电门锁 随时看房,整租,颛桥 爱庐世纪新苑, 南 , 87 平米 ,随时看拎包入住,4500 元/月
居家一房，之前是房东自住的，楼层采光好，交通便利,整租,南码头 临沂二村 · 距离地铁临沂新村633米, 南 , 40 平米 ,近地铁随时看,3900 元/月
明天空关，乐山四五村，近徐家汇地铁站，精装两房有钥匙,整租,徐家汇 乐山四五村 · 距离地铁徐家汇315米, 南 , 50 平米 ,近地铁随时看可短租拎包入住,4800 元/月
鹤沙航城，汇诚佳苑，精装一房，干净舒适，拎包入住，随时看房,整租,航头 鹤沙航城汇诚佳苑 · 距离地铁鹤沙航城1061米, 南 , 55 平米 ,近地铁随时看拎包入住,3000 元/月
整租两房 干净整洁 拎包入住 随时看房,整租,曹路 阳光苑-民耀路358弄, 南 , 85 平米 ,拎包入住,5800 元/月
拎包入住，现场实拍，随时看房，交通便捷，全装全配,整租,大华 大华二村三街坊 · 距离地铁大华三路779米, 南 , 101 平米 ,近地铁随时看,7000 元/月
近万达 18号口 全装全配三房 随时看房,整租,康桥 美林小城, 南 , 115 平米 ,随时看,5400 元/月
地铁4号8号 居家装修 看房提前预约,整租,世博滨江 瞿四小区 · 距离地铁西藏南路280米, 南 , 46.5 平米 ,近地铁随时看,6500 元/月
东湾小区，两房两厅，精装修的，随时好看,整租,华泾 东湾小区, 南 , 78 平米 ,随时看,4200 元/月
名典苑！全装全配！交通便利！房诚心出租！,整租,金杨 名典苑 · 距离地铁云山路272米, 南 , 150 平米 ,近地铁随时看拎包入住,9000 元/月
当代艺墅，看房提前电话联系,整租,莘庄 当代艺墅 · 距离地铁虹莘路527米, 南 , 298 平米 ,近地铁拎包入住,28000 元/月
新买来的，看房方便，新装修， 出租，拎包入住,整租,康健 康强坊 · 距离地铁上海南站551米, 南 , 60 平米 ,近地铁随时看拎包入住,6800 元/月
怡景大厦，南北通透 ，电梯，轻轨，可住多人，随时看,整租,曲阳 怡景大厦 · 距离地铁虹口足球场195米, 南 , 90 平米 ,近地铁随时看拎包入住,8000 元/月
钥匙房、两房不贵、位置好、陪读好房。,整租,洋泾 泾南教师公寓 · 距离地铁杨高中路457米, 南 , 84.75 平米 ,近地铁随时看,8500 元/月
百鸟苑精装一室一厅一卫,整租,松江新城 百鸟苑 · 距离地铁洞泾670米, 南 , 60 平米 ,近地铁随时看拎包入住,3200 元/月
交通方便，房东诚心出租，看房方便 户型好,整租,塘桥 文兰小区 · 距离地铁蓝村路181米, 南 , 33 平米 ,近地铁拎包入住,5000 元/月
713长清站，精装一房，租金到位，随时可看,整租,浦东世博 德州四村-成山路24弄 · 距离地铁长清路597米, 南 , 37.28 平米 ,近地铁随时看,4100 元/月
精装两房看房随时拎包入住近滨江大道万德大厦,整租,塘桥 浦东南路2054弄 · 距离地铁塘桥230米, 南 , 47 平米 ,近地铁随时看,5200 元/月
上浦路69弄 一房一厅 临近轨交 看房方便,整租,三林 凌兆新村-上浦路69弄 · 距离地铁灵岩南路491米, 南 , 42 平米 ,近地铁,4300 元/月
香山东北街坊，精装修，拎包入住,整租,金杨 香山东北街坊 · 距离地铁蓝天路629米, 南 , 65 平米 ,近地铁拎包入住,4500 元/月
周围生活设施齐全，交通便利；,整租,潍坊 潍坊二村 · 距离地铁浦电路(6号线)806米, 南 , 43.6 平米 ,近地铁随时看,4300 元/月
整租一房 建业新村 由由二村 杨高南路,整租,北蔡 由由二村 · 距离地铁杨高南路587米, 南 , 47 平米 ,近地铁随时看,4000 元/月
近地铁，出行方便，有钥匙可随时看房,整租,康健 玉兰园, 南 , 45 平米 ,随时看拎包入住,4500 元/月
家电家具全配 可拎包入住,整租,田林 钦州花苑 · 距离地铁宜山路713米, 南 , 80 平米 ,近地铁随时看可短租,6800 元/月
淞虹路站，精装修两房，家具家电全配，看房随时,整租,北新泾 清池路200弄 · 距离地铁淞虹路732米, 南 , 65 平米 ,近地铁免佣可短租拎包入住,5800 元/月
精装全配 干净整洁 诚意出租,整租,中山公园 三泾南宅 · 距离地铁延安西路388米, 南 , 70 平米 ,近地铁随时看拎包入住,7500 元/月
天安豪园精装修一室户 朝南带阳台，看房方便拎包入住,整租,静安新城 天安豪园 · 距离地铁星中路391米, 南 , 30 平米 ,近地铁随时看,3000 元/月
小区在租一房，看房随时，有钥匙，采光好，无遮挡，交通方便,整租,北蔡 由由七村 · 距离地铁杨高南路320米, 南 , 31.67 平米 ,近地铁随时看可短租拎包入住,3500 元/月
2出租，拎包入住，适合居家。,整租,金桥 同方锦城 · 距离地铁博兴路382米, 南 , 80 平米 ,近地铁随时看,7000 元/月
一梯一户，精装，初次出租，两房一厅,整租,新华路 新华路211弄 · 距离地铁交通大学576米, 南 , 45 平米 ,近地铁随时看拎包入住,7700 元/月
精装一房，房东出租，拎包入住,整租,梅陇 罗阳七村 · 距离地铁外环路664米, 南 , 43 平米 ,近地铁随时看拎包入住,5000 元/月
中上装修，整租南北两房，中间楼层，看中可谈，出入方便,整租,金桥 荷三小区-荷泽路567弄 · 距离地铁博兴路794米, 南 , 65 平米 ,近地铁免佣,4500 元/月
近日月光马当路，好楼层全新装修！全新配置！可长短租可月付！,整租,五里桥 爱心公寓 · 距离地铁鲁班路508米, 南 , 70 平米 ,近地铁随时看,7300 元/月
紫叶花园一室一厅一卫,整租,北蔡 紫叶花园 · 距离地铁芳华路1302米, 南 , 38 平米 ,近地铁拎包入住,3500 元/月
竹园新村 两房精装 不临街不靠马路,整租,源深 竹园新村 · 距离地铁源深体育中心348米, 南 , 54 平米 ,近地铁随时看,7500 元/月
地.铁.房，居家装修，御水路大型社区,整租,御桥 地杰国际城三期 · 距离地铁御桥525米, 南 , 56 平米 ,近地铁随时看,4300 元/月
精装一房，看房随地，近地铁站。,整租,曹路 美地芳邻苑 · 距离地铁顾唐路142米, 南 , 50 平米 ,近地铁随时看,4200 元/月
泰东新村两房精装修南北通+拎包入住随时看房,整租,徐家汇 泰东新村 · 距离地铁上海体育场360米, 南 , 66 平米 ,近地铁随时看,6800 元/月
看房方便 拎包入住 一室一厅,整租,颛桥 骏苑-金阳路116弄 · 距离地铁北桥1147米, 南 , 60 平米 ,近地铁随时看,3500 元/月
仕嘉名苑，三室两厅两卫，出租，拎包可住,整租,塘桥 仕嘉名苑 · 距离地铁蓝村路262米, 南 , 150 平米 ,近地铁随时看拎包入住,15800 元/月
新出！寺前浜小区 南北两房 小区中间位置 房东诚心出租,整租,金杨 寺前浜小区, 南 , 56 平米 ,随时看拎包入住,4600 元/月
交通方便靠近轨交正规二房一厅看房方便,整租,徐汇滨江 汇龙花苑 · 距离地铁龙漕路369米, 南 , 93 平米 ,近地铁随时看,8000 元/月
曹杨二村精装修好房有钥匙随时看房 可办理租赁备案,整租,曹杨 曹杨二村 · 距离地铁枫桥路575米, 南 , 30 平米 ,近地铁随时看可短租拎包入住,3500 元/月
钥匙在我手 看房随时 诚意出租,整租,曹杨 香山苑 · 距离地铁枫桥路893米, 北 , 113.7 平米 ,近地铁拎包入住,8800 元/月
梅岭苑精装修两室一厅 电梯房可办理租赁备案,整租,曹杨 梅岭苑 · 距离地铁枫桥路486米, 东 , 66 平米 ,近地铁随时看可短租拎包入住,5500 元/月
精装修两房，近地铁，可直接拎包入住,整租,洋泾 永安新村 · 距离地铁北洋泾路1029米, 南 , 50 平米 ,近地铁随时看,5200 元/月
石泉路岚皋路一室一厅 中间楼层，看房方便,整租,光新 太浜巷-平民后村 · 距离地铁镇坪路534米, 南 , 34 平米 ,近地铁随时看,5000 元/月
整租 商品房 装修好，拎包入住 出行方便,整租,高行 宜嘉苑 · 距离地铁杨高北路765米, 南 , 103 平米 ,近地铁随时看可短租拎包入住,7200 元/月
有钥匙，随时看房，一门关，房东是以前老房东,整租,黄兴公园 黄兴路1019弄 · 距离地铁黄兴路421米, 北 , 28 平米 ,近地铁随时看,3500 元/月
地铁新装修，拎包入住，随时看房,整租,金桥 东陆新村四街坊 · 距离地铁巨峰路532米, 南 , 48 平米 ,近地铁随时看免佣拎包入住,4200 元/月
定西439弄，一室一厅，诚意出租,整租,新华路 定西路439弄 · 距离地铁虹桥路670米, 南 , 35 平米 ,近地铁随时看拎包入住,4800 元/月
西藏南路轨交口 品质小区大一房 时尚装修 配置齐全 拎包住,整租,世博滨江 弘辉名苑 · 距离地铁西藏南路150米, 南 , 25 平米 ,近地铁随时看拎包入住,3300 元/月
新上兰岭园精美小户型 三轨交汇 出行极其便利 生活配套齐全,整租,曹杨 曹杨三村-兰岭园 · 距离地铁枫桥路778米, 南 , 35 平米 ,近地铁可短租拎包入住,3700 元/月
精装修 双南两房 装备配套齐全 拎包入住 优异超高两房,整租,浦东世博 德州六村 · 距离地铁成山路577米, 南 , 54 平米 ,近地铁随时看可短租拎包入住,2800 元/月
户型正气，物超所值，适合一到两人居住，生活方便，配套齐全,整租,古北 虹南小区-中山西路1432弄 · 距离地铁虹桥路677米, 南 , 45 平米 ,近地铁随时看可短租拎包入住,4600 元/月
精装三房 南北通透 好采光 交通便利 随时可看,整租,高行 新高苑三期 · 距离地铁金京路1231米, 南 , 90 平米 ,近地铁随时看拎包入住,5800 元/月
边租边卖，出门地铁7/13号，周边配套成熟，可随时看房,整租,浦东世博 新世纪花苑 · 距离地铁长清路123米, 南 , 80 平米 ,近地铁随时看拎包入住,6000 元/月
和景商务酒店！全装全配 交通便利！房东诚心出租!,整租,金杨 和景商务酒店 · 距离地铁蓝天路486米, 北 , 34.55 平米 ,近地铁随时看可短租拎包入住,3400 元/月
精装两房低楼层随时看房,整租,塘桥 塘东小区 · 距离地铁蓝村路216米, 南 , 53.88 平米 ,近地铁随时看可短租拎包入住,6500 元/月
可以看房 交通方便 居家装修 采光好,整租,长桥 罗香苑, 南 , 99 平米 ,随时看,8200 元/月
梅花园，一房一厅，近锦江乐园，随时看房，拎包入住,整租,康健 花苑村梅花园, 南 , 33.7 平米 ,随时看拎包入住,3600 元/月
曹杨站，金沙江站毗邻环球港，商圈成熟，配套齐全,整租,曹杨 沙溪园 · 距离地铁曹杨路357米, 南 , 35 平米 ,近地铁随时看拎包入住,4500 元/月
中恒苑，精装修两室两厅，随时看房，拎包入住,整租,植物园 中恒苑, 南 , 92 平米 ,随时看,7000 元/月
罗阳三村 大一房一厅 近60平米 全明户型采光好,整租,梅陇 罗阳三村 · 距离地铁莲花路986米, 南 , 58 平米 ,近地铁拎包入住,3800 元/月
正规一房一厅，靠近万象城，爱琴海,整租,龙柏 龙柏四村 · 距离地铁龙柏新村693米, 南 , 51 平米 ,近地铁拎包入住,4500 元/月
乳山东方，双南户型，4楼，随时看，,整租,源深 梅园新村 · 距离地铁浦东大道367米, 南 , 45.96 平米 ,近地铁随时看拎包入住,6200 元/月
康乐，近上海南占，交通便利，出行方便，周边配套齐全,整租,康健 康乐小区 · 距离地铁上海南站627米, 南 , 50 平米 ,近地铁拎包入住,5500 元/月
房型好，位置也好，可以随时入住,整租,塘桥 宁阳小区 · 距离地铁塘桥384米, 南 , 54 平米 ,近地铁随时看,5000 元/月
兰溪路一房一厅拎包入住看房预约,整租,真如 兰溪路230弄 · 距离地铁真如688米, 南 , 40 平米 ,近地铁随时看,3300 元/月
金牛有好房，等你来看，精装全配，是真用心啊,整租,南站 金牛苑 · 距离地铁上海南站415米, 南 , 76 平米 ,近地铁随时看可短租拎包入住,6000 元/月
"品质小区 居家装修 板式南北通带花园 地铁7,8，13号",整租,浦东世博 上南花城 · 距离地铁耀华路372米, 西 , 100 平米 ,近地铁随时看,10000 元/月
海派青城 一室一厅一卫 45 平米 2500,整租,新桥 海派青城, 西 , 45 平米 ,随时看,2500 元/月
精装双南小三房，景观楼层还近地铁6/13号轻轨站,整租,浦东世博 昌五小区-昌里东路650弄 · 距离地铁东明路1001米, 南 , 56 平米 ,近地铁随时看拎包入住,5600 元/月
控江四村一室一厅一卫整租,整租,黄兴公园 控江四村 · 距离地铁黄兴路870米, 南 , 31.04 平米 ,近地铁拎包入住,3000 元/月
双南户型，1.2倍得房，附送两个大露台，看房方便,整租,康健 康宁坊 · 距离地铁上海南站506米, 南 , 45 平米 ,近地铁随时看免佣可短租,4800 元/月
小区靠近闵行体育公园，环境好,整租,七宝 金泰公寓 · 距离地铁航中路874米, 南 , 59.33 平米 ,近地铁拎包入住,6000 元/月
此房为西向三室一厅一卫，建筑面积为90平米。,整租,华泾 华发小区, 西 , 90 平米 ,拎包入住,6500 元/月
南泉小区，精装大一房，房东新挂牌，看房方便，拎包入住,整租,塘桥 南泉小区 · 距离地铁塘桥491米, 南 , 45 平米 ,近地铁随时看拎包入住,5100 元/月
装修好近陆家嘴附近，看房方便,整租,潍坊 开发浦东 · 距离地铁商城路510米, 南 , 70 平米 ,近地铁随时看,7200 元/月
桂巷新村近普陀与曹杨第 二 出门公交站看房联系哦,整租,长风 桂巷大楼 · 距离地铁上海西站1050米, 南 , 46 平米 ,近地铁随时看,4800 元/月
陆家嘴，八佰伴，世纪汇广场，陆家嘴软件园，潍坊四村好房招租！,整租,潍坊 潍坊四村 · 距离地铁浦电路(6号线)488米, 南 , 42 平米 ,近地铁随时看,4200 元/月
龙柏三村精装两房，采光好，可办居住证，随时看房入住,整租,龙柏 龙柏三村 · 距离地铁龙柏新村580米, 南 , 68 平米 ,近地铁拎包入住,3700 元/月
金桥新村四街坊-长岛路1201弄 二室一厅一卫,,金桥 金桥新村四街坊-长岛路1201弄 · 距离地铁博兴路513米, 南 , 64 平米 ,近地铁拎包入住,5500 元/月
采光好，房间干净，交通便利，精装修，有车位，看房随时,,潍坊 潍坊十村-崂山路645弄 · 距离地铁浦电路(6号线)407米, 南 , 55 平米 ,近地铁随时看,6500 元/月
近光启城 两房出租 全装全配 温馨舒适 看房方便,整租,田林 田林十四村 · 距离地铁桂林路473米, 南 , 50 平米 ,近地铁随时看可短租拎包入住,6500 元/月
